comment,id,rating,Вопрос решен,Качество выполненной работы,Компетентность работника в общение,Не удовлетворен,Скорость выполненной работы,Не понравился результат,Не понравилось качество
сами устранили,4226465.0,5.0,1,0,0,0,0,0,0
быстро исправили причину шума щитка. спасибо за оперативность,4226443.0,5.0,1,1,0,0,1,0,0
"спасибо большое за разъяснения,теперь все ясно и понятно.",4226268.0,5.0,1,0,1,0,0,0,0
оперативно отреагировали быстро сделали спасибо,4226175.0,5.0,1,0,0,0,1,0,0
"спасибо,скажите пожалуйста,на андроид откуда можно скачать данное приложение? не получается,пишет,что не поддерживается",4226089.0,5.0,0,0,0,0,0,1,0
молодцы,4226052.0,5.0,1,0,0,0,0,0,0
спасибо за скорость работы 👍,4225989.0,5.0,1,0,0,0,1,0,0
"стулья привезли, а зеркало нет.",4225811.0,5.0,1,0,0,0,0,1,0
сантехник пришёл всё сделал,4225753.0,5.0,1,0,0,0,0,0,0
спасибо! александр все оперативно выполнил. очень внимательно и уважительно исполнил заказ.,4225724.0,5.0,1,1,0,0,0,0,0
отлично!,4225701.0,5.0,1,0,0,0,0,0,0
супер!,4225669.0,5.0,1,0,0,0,0,0,0
спасибо ❤️,4225658.0,5.0,1,0,0,0,0,0,0
"спасибо, жду перерасчет .",4225635.0,5.0,1,0,0,0,0,0,0
"очень оперативно решили вопрос, спасибо!",4225626.0,5.0,1,0,0,0,1,0,0
оперативно ),4225624.0,5.0,1,0,0,0,1,0,0
красавчеги!,4225575.0,5.0,1,0,0,0,0,0,0
спасибо! все устранено!,4225435.0,5.0,1,1,0,0,0,0,0
"отлично, спасибо!",4225323.0,5.0,1,0,0,0,0,0,0
пришли очень оперативно !,4225170.0,5.0,1,0,0,0,1,0,0
мы сами устранили,4225103.0,5.0,0,0,0,1,0,0,0
отличный аккуратный специалист.,4225040.0,5.0,1,0,0,0,0,0,0
"всё было сделано быстро и качественно, огромное спасибо мастеру",4225032.0,5.0,1,1,0,0,1,0,0
супер мастер,4224936.0,5.0,1,0,0,0,0,0,0
мерси!,4224874.0,5.0,1,0,0,0,0,0,0
оперативно! спасибо!,4224777.0,5.0,1,0,0,0,1,0,0
спасибо большое за решение вопроса.,4224703.0,5.0,1,0,0,0,0,0,0
"спасибо, всё исправили",4224664.0,5.0,1,0,0,0,0,0,0
спасибо! все поняла,4224554.0,5.0,1,0,0,0,0,0,0
"жаль не с первого раза, звонков 8",4224482.0,5.0,1,0,0,0,0,0,1
отлично,4224172.0,5.0,1,0,0,0,0,0,0
"просьба очищать своевременн, не дожидаясь заявок",4224118.0,5.0,1,0,0,0,0,0,1
"мастер отключил колонку оповещения от сети, пищать перестала , но и оповещать не будет",4224033.0,5.0,1,0,0,1,0,0,1
нашли причину,4224005.0,5.0,1,0,0,0,0,0,0
"оперативно, удобно!",4223977.0,5.0,1,1,0,0,1,0,0
все отлично! выявили проблему.,4223959.0,5.0,1,0,0,0,0,0,0
"спасибо большое!!! всё очень оперативно! приятно, когда нас слышат и понимают. всего доброго!",4223869.0,5.0,1,0,0,0,1,0,0
всю ночь стоят палеты и стеллажи у подъезда,4223859.0,5.0,0,0,0,1,0,0,0
хорошо,4223852.0,5.0,1,0,0,0,0,0,0
ответа на вопрос нет,4223800.0,5.0,0,0,0,1,0,0,0
благодарю вас,4223719.0,5.0,1,0,0,0,0,0,0
"сантехник пришел в день об обращения, вопрос решен на месте, спасибо за оперативность.",4223661.0,5.0,1,0,0,0,1,0,0
быстро! спасибо!,4223587.0,5.0,1,0,0,0,1,0,0
"оперативно заменили и опломбировали, спасибо!",4223388.0,5.0,1,0,0,0,1,0,0
классно,4223285.0,5.0,1,0,0,0,0,0,0
ремонтные работы по данной заявке выполнены в полном объеме и в кратчайшие сроки.,4223272.0,5.0,1,1,0,0,1,0,0
всё сделали хорошо и быстро.,4223241.0,5.0,1,1,0,0,1,0,0
мне нужно присутствовать при съеме контрольных показаний? счетчики все в коридоре. возможно вызов в выход дни?,4223153.0,5.0,0,0,0,1,0,0,0
быстро и оперативно помогли решить вопрос!,4223142.0,5.0,1,0,1,0,1,0,0
большое спасибо!,4223135.0,5.0,1,0,0,0,0,0,0
"спасибо, быстро освободили",4223029.0,5.0,1,0,0,0,1,0,0
"электрик смог настроить свет в коридоре удаленно. с помощью отключения электричества в квартире. правда, после этого снова отвалился интернет и снова в пятницу придет монтажник настраивать роутер. а после прошлого посещения монтажника свет в коридоре и закончился...",4222957.0,5.0,1,0,0,1,0,0,1
спасибо !,4222905.0,5.0,1,0,0,0,0,0,0
"тяп-ляп, ну ладно, тут везде так",4222777.0,5.0,0,0,0,1,0,1,1
"спасибо, вижу счетчики в приложении",4222690.0,5.0,1,0,0,0,0,0,0
"сергей настоящий профи! все четко и по делу, очень рада, что именно ему досталась наша заявка, спасибо!",4222643.0,5.0,1,0,0,0,0,0,0
"очень вежливый, контактный мастер. только положительные впечатления от подхода к работе и ее выполнению.",4222607.0,5.0,1,0,1,0,0,0,0
а кто заявку подавал? я не подвала. или это автоматически,4222565.0,5.0,0,0,0,1,0,0,0
профессионал. все решили.,4222446.0,5.0,1,0,0,0,0,0,0
спасибо мастеру за работу,4222362.0,5.0,1,0,0,0,0,0,0
сантехник андрей качественно выполнил свою работу.,4222340.0,5.0,1,1,0,0,0,0,0
быстрое решение. спасибо руслану,4222299.0,5.0,1,0,0,0,1,0,0
"всё отлично, решили всё)",4222276.0,5.0,1,0,0,0,0,0,0
не вписан ещё один человек,4222274.0,5.0,0,0,0,1,0,0,0
"спасибо, за быстрое решение",4222082.0,5.0,1,0,0,0,1,0,0
спасибо большое за помощь,4222023.0,5.0,1,0,0,0,0,0,0
спасибо большое 🙂👍👍👍,4221960.0,5.0,1,0,0,0,0,0,0
очень часто ломается.,4221927.0,5.0,0,0,0,1,0,1,1
"спасибо, очень быстро решили вопрос по заявке!",4221917.0,5.0,1,0,0,0,1,0,0
"где можно посмотреть прайс на услуги ваших электриков? что за инкогнито цены, которые мне потом озвучивают?",4221772.0,5.0,0,0,0,1,0,0,1
"надо что то делать, родители говорят что больше не придут в гости, потому что лифт постоянно не работает!",4221569.0,5.0,0,0,0,1,0,1,1
"ну надо что то делать... как быть дальше, если постоянно лифт выходит из строя!",4221567.0,5.0,0,0,0,1,0,1,1
"давайте уде чинить грузовой лифт, его про отключили и не чинят, очередь га лифт. и пассажирский лифт ломается раз в два дня..... делайте уже что нибудь,  .  ...... ......",4221565.0,5.0,0,0,0,1,0,1,1
все ок,4221523.0,5.0,1,0,0,0,0,0,0
супер спасибо,4221478.0,5.0,1,0,0,0,0,0,0
быстро отреагировали!,4221447.0,5.0,1,0,0,0,1,0,0
"сняла одну звезду за молчаливое закрытие заявки. _x000D__x000D_
а так, действительно, пришла домой, свет уже был.",4221334.0,5.0,1,0,0,0,0,0,1
не отображаются счета на оплату,4221099.0,5.0,0,0,0,1,0,1,0
"большое спасибо, все починили очень оперативно!",4221077.0,5.0,1,1,0,0,1,0,0
все отлично спасибо,4220907.0,5.0,1,0,0,0,0,0,0
очень оперативно.,4220888.0,5.0,1,0,0,0,1,0,0
"благодарю ростислава, быстро и качественно заменил резинку манжету в стиральной машине.",4220856.0,5.0,1,1,0,0,1,0,0
"прекрасный мастер. все оперативно решил, благодарю !",4220642.0,5.0,1,0,0,0,1,0,0
спасибо за быстрое реагирование,4220586.0,5.0,1,0,0,0,1,0,0
"здравствуйте, когда будет видна оплата? платили по реквизитам",4220445.0,5.0,0,0,0,1,0,1,1
спасибо за оперативность за быструю обратную связь,4220372.0,5.0,1,0,0,0,1,0,0
сегодня после обеда буду по данному адрпесу прошу электрика связаться со мной,4220321.0,5.0,0,0,0,1,0,0,0
"быстро, оперативно, сотрудник прибыл как по таймеру. спасибо!",4220220.0,5.0,1,0,0,0,1,0,0
"долго ехали, сигнализация орала несколько часов. невозможно нормально работать и жить, когда под ухом без перерыва несколько часов голосит сигнализация",4220012.0,5.0,0,0,0,1,0,1,1
благодарю! вопрос был оперативно решен,4219996.0,5.0,1,0,0,0,1,0,0
оперативно и качественно!,4219798.0,5.0,1,1,0,0,1,0,0
"все четко сделал,",4219789.0,5.0,1,1,0,0,0,0,0
"доводчик заменили в тот же день, спасибо.",4219754.0,5.0,1,0,0,0,0,0,0
быстро и качественно,4219670.0,5.0,1,1,0,0,1,0,0
счет оплачен ! квитанция выслана  вам в чате,4219646.0,5.0,1,0,0,0,0,0,0
оперативно все исправили.,4219625.0,5.0,1,1,0,0,1,0,0
"спасибо мастеру, починил всё быстро и профессионально,  поставил новый доводчик. дверь теперь закрывается, теплопотерь нет.",4219518.0,5.0,1,1,0,0,1,0,0
спасибо за оперативный ответ!,4219512.0,5.0,1,0,0,0,1,0,0
"спасибо большое что услышали, убрали возле 38/1 мусор.теперь хоть рядом с банками бросать не будут люди мусор!",4219489.0,5.0,1,1,0,0,0,0,0
спасибо👍,4219487.0,5.0,1,0,0,0,0,0,0
"за оперативность, спасибо большое",4219427.0,5.0,1,0,0,0,1,0,0
"огромное спасибо, специалистам!",4219422.0,5.0,1,0,0,0,1,0,0
электрик все отлично объяснил и помог устранить проблему. очень профессионально. молодец.,4219378.0,5.0,1,1,1,0,0,0,0
"хоть фото не этого места, но подтверждаю что работа выполнена и главное выполнена оперативно.",4219364.0,5.0,1,0,0,0,1,0,0
"было бы удобнее, если сразу дали ссылку или название раздела, где эту заявку оформить. потому что в приложении очень неудобно искать, где подать эту заявку. чёрт ногу сломит",4219359.0,5.0,0,0,0,1,0,0,0
спасибо! оперативно получены по электронной почте.,4219271.0,5.0,1,0,0,0,1,0,0
благодарю за быстрый ответ,4219270.0,5.0,1,0,0,0,1,0,0
большое спасибо за оперативную работу!!!,4219268.0,5.0,1,0,0,0,1,0,0
моя ошибка,4219232.0,5.0,1,0,0,0,0,0,0
"оперативно, большое спасибо",4219218.0,5.0,1,0,0,0,1,0,0
"зеркало не было подключено к проводке пои замене в прошлом году, что теперь делать не известно? заведу новую заявку на замену зеркала",4219139.0,5.0,1,0,0,0,0,1,1
"очень оперативно, спасибо большое!",4219067.0,5.0,1,0,0,0,1,0,0
"прошу  перенести урну от подъезда, чтобы у людей не было собоазна поставить туда свой бытовой мусор",4218988.0,5.0,0,0,0,1,0,0,0
электрик справился с проблемой за 5минут молодец,4218908.0,5.0,1,0,0,0,1,0,0
очень оперативно решили проблему и восстановили освещение в холле.,4218859.0,5.0,1,1,0,0,1,0,0
большое спасибо быстро исправили,4218817.0,5.0,1,0,0,0,1,0,0
лифт работает,4218759.0,5.0,1,0,0,0,0,0,0
большое спасибо очень быстро исправили,4218754.0,5.0,1,0,0,0,1,0,0
ответ получен на один вопрос из двух. второй вопрос просто проигнорирован,4218747.0,5.0,1,0,0,0,0,1,1
"замечательный сантехник , который правда помогает,очень приятный и воспитанный мужчина",4218724.0,5.0,1,0,0,0,0,0,0
"больше спасибо!_x000D__x000D_
всё работает.",4218607.0,5.0,1,0,0,0,0,0,0
"ничего не выполнено!_x000D__x000D_
не пишите х......!!!!!!!_x000D__x000D_
подобный бардак как в ук пригорода вижу впервые!",4218476.0,5.0,0,0,0,1,0,1,1
спасибо большое электрику 🙏,4218453.0,5.0,1,0,0,0,0,0,0
сделанно не аккуратно.торчат резинки .,4218409.0,5.0,1,0,0,1,0,1,1
подача тепла возобновилась в короткие сроки,4218310.0,5.0,1,0,0,0,1,0,0
благодарю за оперативность проведённой работы!,4218282.0,5.0,1,0,0,0,1,0,0
прогресс,4218253.0,5.0,1,0,0,0,0,1,1
оперативно проведена консультация и проблема была устранена. огромное спасибо.,4218135.0,5.0,1,1,1,0,0,0,0
спасибо большое. оперативно устранили течь по стояку в ванной.,4218027.0,5.0,1,1,0,0,1,0,0
"сумма, которую я должна заплатить за коммунальные услуги сохранилась (34 384,14 рублей). когда данная сумма уменьшится на перенесенную (7 413,53 рублей)и",4218008.0,5.0,0,0,0,1,0,0,0
какой акт выполненных работ мы должны предоставить?ремонт делали сами....,4218004.0,5.0,0,0,0,1,0,0,0
спасибо вам огромное!!!!,4217998.0,5.0,1,0,0,0,0,0,0
"я звонила и сообщила, что мне нужен перерасчет, так как в декабре прошло 3 оплаты на сумму больше 30000,  3 оплаты",4217911.0,5.0,0,0,0,1,0,1,1
спасибо за оперативность ❤️,4217792.0,5.0,1,0,0,0,1,0,0
"спасибо, за быструю реакцию и решение проблемы",4217635.0,5.0,1,0,0,0,1,0,0
"быстро отреагировали, спасибо",4217631.0,5.0,1,0,0,0,1,0,0
спасибо огромное!,4217613.0,5.0,1,0,0,0,0,0,0
а можно фото акта скинуть ?,4217568.0,5.0,0,0,0,1,0,0,0
"спасибо валерию. все сделал хорошо. _x000D__x000D_
маленький минус, что долго шли. _x000D__x000D_
была бы течь более сильной, то за 2,5 часа ... _x000D__x000D_
но я думаю, что это проблема обработки заявки. ему не сразу передали! примите во внимание. плохо, что нет прямого аварийного телефона непосредственно в живи в рыбацком. звонишь через десятые руки...",4217525.0,5.0,1,0,0,0,0,0,1
отлично! так бы по всем сервисам исполнялось бы. чётко и быстро.,4217490.0,5.0,1,1,0,0,1,0,0
"очень отзывчивый, профи своего дела!!",4217486.0,5.0,1,0,0,0,0,0,0
"очень удобный сервис, но пока ещё выясняем",4217417.0,5.0,1,0,0,0,0,0,0
"за ноябрь оплата была, куда могу выслать подтверждающие документы ?",4217383.0,5.0,0,0,0,1,0,0,0
"спасибо, игорь!",4217322.0,5.0,1,0,0,0,0,0,0
"спасибо большое, все сделали отлично!",4217286.0,5.0,1,0,0,0,0,0,0
супер быстро,4217169.0,5.0,1,0,0,0,1,0,0
"всё убрали, спасибо",4217145.0,5.0,1,0,0,0,0,0,0
"качественно,быстро",4217093.0,5.0,1,1,0,0,1,0,0
установили быстро и хорошо). спасибо.,4216980.0,5.0,1,1,0,0,1,0,0
"все отлично, спасибо",4216923.0,5.0,1,0,0,0,0,0,0
спасибо что так быстро починили дверь,4216813.0,5.0,1,0,0,0,1,0,0
очень понравилась работа игоря.,4216758.0,5.0,1,0,0,0,0,0,0
отлично!!!! быстро отреагировали. всё работает!!!!!!,4216642.0,5.0,1,1,0,0,1,0,0
"сделано, спасибо",4216360.0,5.0,1,0,0,0,0,0,0
"заявка не выполнена, грязи на дороге еще больше",4216283.0,5.0,0,0,0,1,0,1,1
электрик молодец!,4216224.0,5.0,1,0,0,0,0,0,0
спасибо технику дмитрию за помощь!,4216172.0,5.0,1,0,0,0,0,0,0
"выражаю огромную благодарность мастеру -электрику за проделанную работу. профессионал своего дела, щепетильно проверил все возможные варианты неполадок, нашел и устранил причину замыкания. еще раз большое спасибо!",4216104.0,5.0,1,1,0,0,0,0,0
молодцы!👏,4216101.0,5.0,1,0,0,0,0,0,0
"отрегулировали оперативно, вопрос решён. но очень дорого, когда регулировка равна половине стоимости регулятора давления воды.",4216092.0,5.0,1,0,0,0,1,0,1
спасибо за оперативность. сотрудник устранил проблему.,4215839.0,5.0,1,1,0,0,1,0,0
"спасибо. значит с гулом в трубах, можно бороться. действительно стало тихо. если проблема возникнет опять будет много заявок.",4215769.0,5.0,1,0,0,0,0,0,1
потрясающий сантехник! спасибо ☺️,4215754.0,5.0,1,0,0,0,0,0,0
"отлично, спасибо.",4215748.0,5.0,1,0,0,0,0,0,0
"все отлично, спасибо!",4215736.0,5.0,1,0,0,0,0,0,0
спасибо оперативно починили 👍,4215731.0,5.0,1,0,0,0,1,0,0
"спасибо, все работало до вчерашнего дня",4215665.0,5.0,1,0,0,0,0,1,1
"спасибо, вы прекрасны!",4215603.0,5.0,1,0,0,0,0,0,0
cспасибо!,4215573.0,5.0,1,0,0,0,0,0,0
спасибо инженеру быстро и оперативно работает. хоть кто-то в этой компании ответственный человек.,4215565.0,5.0,1,0,0,0,1,0,0
в личном кабинете так  указан  не верный счетчик с неверными показаниями.,4215449.0,5.0,0,0,0,1,0,0,0
выдайте александру премию!,4215446.0,5.0,1,0,0,0,0,0,0
большое спасибо.. оперативно подкл  электричество !,4215416.0,5.0,1,1,0,0,1,0,0
молодцы. спасибо!,4215394.0,5.0,1,0,0,0,0,0,0
"может ли быть причиной срабатывания пожарной сигнализации курение в квартире? регулярно слышу запах сигарет, который проникает в квартиру по вентиляции",4215184.0,5.0,0,0,0,1,0,1,1
"спасибо, игорь",4215167.0,5.0,1,0,0,0,0,0,0
"супер оперативно, спасибо)",4215126.0,5.0,1,0,0,0,1,0,0
"все отлично, оперативно, спасибо.",4215074.0,5.0,1,0,0,0,1,0,0
откликнулись быстро оперативно,4215062.0,5.0,1,0,0,0,1,0,0
теперь всё в норме!))👍,4215045.0,5.0,1,0,0,0,0,0,0
спасибо за оперативное реагирование,4215012.0,5.0,1,0,0,0,1,0,0
"спасибо,что стараетесь исправить быстро)))но увы…",4214866.0,5.0,1,0,0,0,1,1,0
"устранено, спасибо!",4214790.0,5.0,1,0,0,0,0,0,0
"благодарю, что наконец то устранили проблему.",4214752.0,5.0,1,0,0,0,0,0,0
пришли очень быстро!,4214749.0,5.0,1,0,0,0,1,0,0
спасибо! ответ был предоставлен оперативно 🤝,4214634.0,5.0,1,0,0,0,1,0,0
"работа выполнена быстро, проблема решена",4214606.0,5.0,1,0,0,0,1,0,0
общий корридор на площадке 3 этажа не убран.есть камера видеонаблюдения,4214605.0,5.0,0,0,0,1,0,0,1
спасибо за исправление,4214518.0,5.0,1,0,0,0,0,0,0
"быстро оформили заявку, быстро пришли сантехники",4214480.0,5.0,1,0,0,0,1,0,0
"огромное спасибо , мастеру за профессионализм",4214387.0,5.0,1,0,0,0,0,0,0
быстро выполнили заявку,4214336.0,5.0,1,0,0,0,1,0,0
"очень быстро, очень приятные люди.",4214193.0,5.0,1,0,0,0,1,0,0
все отлично  👍,4214130.0,5.0,1,0,0,0,0,0,0
отреагировали быстро и устранили неисправность,4214096.0,5.0,1,0,0,0,1,0,0
"фасад очистили, а виновника искать не стали",4214081.0,5.0,1,0,0,0,0,0,1
"очень благодарна, компетентному сотруднику и грамотному разъяснению моего вопроса!",4213959.0,5.0,1,0,1,0,0,0,0
все исправили. спасибо,4213825.0,5.0,1,0,0,0,0,0,0
"спасибо, все четко и быстро!!!",4213810.0,5.0,1,1,0,0,1,0,0
отзывчивые девочки!решили проблему быстро!очень довольна!,4213768.0,5.0,1,0,0,0,1,0,0
"огромное спасибо, за молниеносное решение проблемы.",4213725.0,5.0,1,0,0,0,1,0,0
"пломбы сорваны, шкафы на распашку, в прошлый раз шланги украли",4213715.0,5.0,0,0,0,1,0,1,1
"ольга, когда парковку достроят?",4213696.0,5.0,0,0,0,1,0,1,1
девочки просто молодцы!!!))),4213590.0,5.0,1,0,0,0,0,0,0
очень оперативно. спасибо!,4213558.0,5.0,1,0,0,0,1,0,0
"❤️❤️❤️ живу тут не долго но пока что вы лучшая ук, спасибо за быстрое регирование на проблемы, хорошего дня",4213476.0,5.0,1,0,0,0,1,0,0
"ребята молодцы, спасибо огромное , все устранили 🙏",4213472.0,5.0,1,1,0,0,0,0,0
"проблема повторяется очень часто. вопрос не решается, не устраняется причина остановки лифтов практически каждый день. ездить в лифте небезопасно",4213443.0,5.0,0,0,0,1,0,1,1
"спасибо, что устранили течь! было бы ещё приятней, если бы не пришлось ругаться (особенно с сантехником )и ждать сутки пока отключат воду и начнут что-то предпринимать.",4213418.0,5.0,1,0,0,0,0,1,1
"выяснили причину , пришел отличный мастер , сделал все за 2 минуты 🫶",4213414.0,5.0,1,1,0,0,1,0,0
много времени прошло с момента обращения,4213295.0,5.0,0,0,0,1,0,1,1
отличный мастер на 10 с плюсом,4213243.0,5.0,1,1,0,0,1,0,0
"супруга с ребенком к соседям зашли,так как света не было. спасибо",4213235.0,5.0,0,0,0,1,0,1,1
спасибо. оперативно,4213173.0,5.0,1,0,0,0,1,0,0
все починили,4213156.0,5.0,1,0,0,0,0,0,0
все ясно 👍,4213024.0,5.0,1,0,0,0,0,0,0
все понятно,4213020.0,5.0,1,0,0,0,0,0,0
"пришел очень хороший мужчина , все объяснил как нужно сделать .",4213012.0,5.0,1,0,1,0,0,0,0
"перевели окна на зимний режим. дуть стало немного меньше, но не перестало. составили акт, сказали, что передадут застройщику",4213001.0,5.0,0,0,0,1,0,0,1
да выполнена. благодарю за оперативность 👍,4212816.0,5.0,1,0,0,0,1,0,0
"здравствуйте, была услышана специалистом, проблема решена в теч. 1-ой минуты, срасибо",4212739.0,5.0,1,0,0,0,1,0,0
"очень профессиональный компетентный сотрудник! вежливый и грамотный, помог решить все вопросы по заявке!",4212726.0,5.0,1,0,1,0,1,0,0
"в квартире никто не проживает, счётчик электроэнергии в квартире отключён, сам нахожусь в другом регионе, возможности разобраться с утречком электроэнергии нет! просьба подробнее помочь разобраться в решении проблемы!",4212598.0,5.0,0,0,0,1,0,0,0
со мной никто не связался и никто не снял показания,4212517.0,5.0,0,0,0,1,0,0,0
все быстро исправили,4212421.0,5.0,1,0,0,0,1,0,0
никто не приходил,4212044.0,5.0,0,0,0,1,0,0,0
спасибо большое специалистам.,4212028.0,5.0,1,0,0,0,0,0,0
"отличный мастер, благодарю за выполненную работу!",4212014.0,5.0,1,0,0,0,0,0,0
"очень хороший мастер, знает свое дело",4211865.0,5.0,1,0,0,0,0,0,0
"отлично, быстро",4211847.0,5.0,1,0,0,0,1,0,0
"отличный мастер,приехал быстро👍🤝",4211827.0,5.0,1,0,0,0,1,0,0
"все супер ,спасибо -))))",4211689.0,5.0,1,0,0,0,0,0,0
быстро всё починили.спасибо.,4211650.0,5.0,1,0,0,0,1,0,0
"благодарю за оперативное выполнение заявки. я приятно удивлён. с момента подачи заявки, до выхода мастера прошло менее 40 минут точка так держать спасибо",4211602.0,5.0,1,0,0,0,1,0,0
"спасибо, все быстро и качественно",4211521.0,5.0,1,1,0,0,1,0,0
"мастер пришел,установил доводчик,был доброжелателен. спасибо !!!",4211396.0,5.0,1,1,0,0,0,0,0
оперативное решение вопроса.,4211306.0,5.0,1,0,1,0,1,0,0
"выполнил работу на совесть, надеюсь, проблем дальше не возникнет.",4211280.0,5.0,1,1,0,0,0,0,0
мастер очень быстро пришел и включил электричество 👍🏻,4211152.0,5.0,1,0,0,0,1,0,0
"все отлично, татьяне большое спасибо, оперативно помогла решить проблему",4210961.0,5.0,1,0,0,0,1,0,0
проблема пока не решена. рано оценивать,4210956.0,5.0,0,0,0,1,0,1,1
сергей самый адекватный сантехник нашего жк! спасибо!,4210858.0,5.0,1,0,0,0,0,0,0
спасибо! очень быстро! :),4210800.0,5.0,1,0,0,0,1,0,0
жду справку об отсутствии задолженности. показания счётчиков передала,4210458.0,5.0,0,0,0,1,0,0,0
всё замечательно,4210386.0,5.0,1,0,0,0,0,0,0
отлично и быстро,4210358.0,5.0,1,1,0,0,1,0,0
быстро! качественно! спасибо!,4210314.0,5.0,1,1,0,0,1,0,0
спасибо большое. все супер,4210298.0,5.0,1,0,0,0,0,0,0
"валерия куликова_x000D__x000D_
добрый день, павел артемович_x000D__x000D_
лишние счётчики из приложения убрали. показания по фото внесли._x000D__x000D_
если данные неверных счётчиков снова отобразятся, просим вас создать новую заявку, направим в службу поддержки._x000D__x000D_
20:29_x000D__x000D_
опять отображаются лишние счётчики!",4210256.0,5.0,1,0,0,1,0,0,1
спасибо елена!,4210201.0,5.0,1,0,0,0,0,0,0
"огромное спасибо антону за проделанную работу. все четко, аккуратно! выпишите сотруднику премию за ответственное отношение к работе!",4210181.0,5.0,1,1,0,0,0,0,0
спасибо всё поняла.,4210106.0,5.0,1,0,0,0,0,0,0
ок👍,4210071.0,5.0,1,0,0,0,0,0,0
"не понимаю вас. не оплачивать коммунальные? при чем тут собственник? я мама, лплачиваю счета сына и свои. как возможно в этот личный кабинет подключить квартиру 97 садовая 85? это необходимо для оплаты счетов только.  фамилии разные у нас. каким образом получать счета?",4210062.0,5.0,0,0,0,1,0,1,1
умница !!!,4209893.0,5.0,1,0,0,0,0,0,0
спасибо большое ребятам сделали все хорошо посмотрим как будет в дальнейшем вести себя труба а так все отлично,4209886.0,5.0,1,1,0,0,0,0,0
быстро и качественно спасибо большое,4209869.0,5.0,1,1,0,0,1,0,0
"очень хороший сотрудник. помогла установить приложение ключ, объяснили как работает приложение, сделали три ключа. доброжелательное отношение, всё оперативно.",4209867.0,5.0,1,0,1,0,1,0,0
"здравствуйте, забыли о править водоснобжение",4209841.0,5.0,0,0,0,1,0,0,0
спасибо большое.  очень оперативно решили вопрос.,4209833.0,5.0,1,0,0,0,1,0,0
вода течет горячая! спасибо!,4209775.0,5.0,1,0,0,0,0,0,0
благодарю вас!!!! спасибо,4209725.0,5.0,1,0,0,0,0,0,0
"спасибо , все работает. жаль, что медленно отрабатываются платные заявки 😔",4209715.0,5.0,1,0,0,0,0,0,1
отлично.,4209657.0,5.0,1,0,0,0,0,0,0
"мне нужна информация именно на эту сумму,то что задолженность нет знаю",4209601.0,5.0,0,0,0,1,0,0,0
спасибо за оперативность😀,4209532.0,5.0,1,0,0,0,1,0,0
"устранили, но некачественно. сказано было, что сама розетка мешается панелями, но ни о какой замене речи и не шло",4209446.0,5.0,1,0,0,0,0,0,1
добрый день! спасибо! надеюсь конусы не так легко будет сдвинуть как сферы,4209346.0,5.0,1,0,0,0,0,0,0
"только через заявки решается вопрос, батареи стали горячие.",4209170.0,5.0,1,0,0,0,0,0,1
большое спасибо! оперативно решили проблему,4209040.0,5.0,1,0,0,0,1,0,0
"шикарный сантехник. спасибо! через 10 мин после заявки пришел,сразу понял причину ,устранил свою зону ответственности-объяснил ,что мне надо сделать самой.",4209036.0,5.0,1,1,1,0,1,0,0
"сантехники отреагировали быстро, на данный момент все устранили",4208969.0,5.0,1,0,0,0,1,0,0
!!!,4208769.0,5.0,1,0,0,0,0,0,0
"молодцы, быстро",4208759.0,5.0,1,0,0,0,1,0,0
"выражаю огромную благодарность за оперативность, понимание и возможность решить этот вопрос дистанционным путём!",4208733.0,5.0,1,1,1,0,1,0,0
"тамбурную дверь не правильно отрегулировали, дверь хлопает при закрывании.",4208729.0,5.0,0,0,0,1,0,1,1
"какой гарантийный период у водопроводной системы, которая зашита внутри стен?",4208679.0,5.0,0,0,0,1,0,0,0
спасибо за оперативность!),4208649.0,5.0,1,0,0,0,1,0,0
протечка была. на фото видел места мокрые. в момент прихода сантехника уже не капало. найти место течи вроде говорят удалось найти на тех этаже.,4208580.0,5.0,1,0,0,0,0,0,0
быстро и результативно. спасибо,4208540.0,5.0,1,1,0,0,1,0,0
по существу. оперативно. молодцы,4208432.0,5.0,1,0,0,0,1,0,0
большое спасибо! какие вы молодцы!,4208370.0,5.0,1,0,0,0,0,0,0
огромное спасибо за помощь 🙏,4208330.0,5.0,1,0,0,0,0,0,0
"больше спасибо! всё сделали быстро , оперативно.",4208316.0,5.0,1,0,0,0,1,0,0
"батареи были холодные,в течение часа решили вопрос",4208301.0,5.0,1,0,0,0,0,0,0
у меня вопрос был кто зарегистрирован в квартире? почему в квитанции на оплату жкх стоит кол-во зарегистрированных 1? если я там больше не прописана с 2020г,4208267.0,5.0,0,0,0,1,0,0,0
спасибо менеджеру алине за помощь в решении заявки,4208199.0,5.0,1,0,0,0,0,0,0
"спасибо, все выполнено быстро",4208073.0,5.0,1,0,0,0,1,0,0
"отлично,спасибо!!!",4207921.0,5.0,1,0,0,0,0,0,0
"отлично, молодцы!",4207851.0,5.0,1,0,0,0,0,0,0
"мария доброе утро!  абсолютно ничего на этаже не отмыто, химией не работали это видно на фото, так же отсутствует запах. прошлый раз когда администратор действительно отмывала был запах химии и плитка была хоть и в небольших белых пятнах но без разводов. сейчас же такое ощущение что снова помыли полы грязной тряпкой и водой! прошу всетаки разобраться в сложившейся ситуации.",4207819.0,5.0,0,0,0,1,0,1,1
все прошло хорошо. вежливый молодой человек всё сделал и все объяснил. спасибо.,4207809.0,5.0,1,1,1,0,0,0,0
